"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","PRCP","SNOW","TAVG","TMAX","TMIN","TSUN","WDMV"
"USC00047681","SALSIPUEDES GAGING STATION, CA US","34.58511","-120.40826","77.4","1994-05",,"0.49","0.0",,,,,
"USR0000COPA","OPAL MOUNTAIN CALIFORNIA, CA US","35.1542","-117.1756","987.6","1994-05",,,,"66.2","79.9","52.5",,
"USC00044176","HUNTINGTON LAKE, CA US","37.2275","-119.22056","2139.7","1994-05",,"3.09","0.0","48.9","57.9","39.9",,
"USC00044297","IRON MOUNTAIN, CA US","34.1472","-115.1219","281.0","1994-05",,"0.30","0.0","79.4","92.4","66.4",,
"USC00046597","PACIFIC HOUSE, CA US","38.7583","-120.503","1051.6","1994-05",,"2.24","0.0",,,,,
"USC00048655","SUN CITY, CA US","33.7155","-117.19","432.8","1994-05",,"0.02","0.0",,,"50.4",,
"USC00045385","MARYSVILLE, CA US","39.1458","-121.5852","17.4","1994-05",,"0.68","0.0","68.1","80.7","55.5",,
"USC00049621","WHISKEYTOWN RESERVOIR, CA US","40.6116","-122.528","394.7","1994-05",,"1.55","0.0","65.8","78.5","53.2",,"416.3"
"USC00049742","WINTERS, CA US","38.5252","-121.9777","41.1","1994-05",,"1.46","0.0","67.6","82.4","52.9",,
"USC00041907","COLEMAN FISHERIES STATION, CA US","40.4","-122.1433","128.0","1994-05",,"2.32","0.0",,,,,
"USR0000CBVR","BEAVER CAMP LOC CALIFORNIA, CA US","38.4883","-120.325","1524.0","1994-05",,,,"57.9","69.2","46.5",,
"USR0000CHAW","HAWKEYE CALIFORNIA, CA US","38.7817","-122.9169","609.6","1994-05",,,,"58.1","67.4","48.8",,
"USC00040931","BOCA, CA US","39.3886","-120.0936","1699.3","1994-05",,"2.39","0.0","48.9","67.2","30.7",,"2004.5"
"USR0000CLIN","LINCOLN CALIFORNIA, CA US","38.8825","-121.2683","61.0","1994-05",,,,"65.4","79.7","51.1",,
"USC00040819","BISHOP CRK INTAKE 2, CA US","37.248","-118.5813","2485.3","1994-05",,"1.76",,,,,,
"USC00048406","SOUTH LAKE, CA US","37.1683","-118.5705","2920.0","1994-05",,"1.20","0.0",,,,,
"USC00045378","MARTINEZ WATER PLANT, CA US","38.0131","-122.1142","12.2","1994-05",,"1.47","0.0","63.4","76.6","50.2",,
"USC00049855","YOSEMITE PARK HEADQUARTERS, CA US","37.75027","-119.58972","1224.7","1994-05",,"1.72","0.0","57.9","70.7","45.1",,
"USR0000CTUO","GAYLOR MEADOW CALIFORNIA, CA US","37.8683","-119.3183","2825.5","1994-05",,,,"40.4","54.1","26.7",,
"USC00047672","SALINAS DAM, CA US","35.3372","-120.5038","424.3","1994-05",,"0.96","0.0",,,,,
"USC00044288","IOWA HILL, CA US","39.118","-120.8405","944.9","1994-05",,"1.57","0.0",,,,,
"USR0000CLDR","LADDER BUTTE CALIFORNIA, CA US","40.8072","-121.2967","1752.6","1994-05",,,,"51.7","60.7","42.7",,
"USC00040924","BLYTHE, CA US","33.61388","-114.59813","81.7","1994-05",,"0.08","0.0","78.4","93.9","62.8",,
"USS0020L06S","ECHO PEAK, CA US","38.85","-120.08","2337.8","1994-05",,"2.69",,"46.1","56.0","36.2",,
"USR0000CSRO","SANTA ROSA PLATEAU CALIFORNIA, CA US","33.5286","-117.2306","603.5","1994-05",,,,"58.7","68.1","49.4",,
"USR0000CSRS","SANTA ROSA CALIFORNIA, CA US","38.4786","-122.7119","175.6","1994-05",,,,"59.2","69.9","48.5",,
"USC00048758","TAHOE CITY, CA US","39.1678","-120.1428","1898.9","1994-05",,"1.43","0.0","48.9","62.9","34.8",,
"USC00047668","SALINAS NUMBER 2, CA US","36.6594","-121.6663","13.7","1994-05",,"2.01","0.0","59.3","66.6","52.1",,
"USR0000CSRI","SANTA ROSA ISLAND CALIFORNIA, CA US","33.9778","-120.0778","395.6","1994-05",,,,"50.4","56.0","44.9",,
"USC00047306","REDLANDS, CA US","34.037","-117.1948","429.8","1994-05",,"0.51","0.0","63.2","74.6","51.8",,
"USC00048999","TRACY CARBONA, CA US","37.6819","-121.3466","41.1","1994-05",,"2.43","0.0","64.5","80.0","49.1",,
"USC00044278","INYOKERN, CA US","35.6513","-117.8213","740.7","1994-05",,"0.00","0.0","69.1","85.3","52.8",,
"USC00046336","OAKLAND MUSEUM, CA US","37.7983","-122.2642","9.1","1994-05",,"1.54","0.0","60.5","65.8","55.2",,
"USC00046699","PARKER RESERVOIR, CA US","34.28964","-114.17137","224.9","1994-05",,"0.31","0.0","79.2","91.6","66.9",,
"USR0000CCRZ","CRAZY PEAK CALIFORNIA, CA US","41.9919","-123.6036","1210.1","1994-05",,,,"53.0","65.5","40.5",,
"USC00045360","MARKLEY COVE, CA US","38.4916","-122.1241","146.3","1994-05",,"1.49","0.0","64.2","78.4","49.9",,"1061.9"
"USC00043182","FORT JONES RANGER STATION, CA US","41.60104","-122.84775","831.8","1994-05",,"1.23","0.0",,,,,
"USC00045120","LOS BANOS DET RESV, CA US","36.98972","-120.92972","124.1","1994-05",,"1.06","0.0","66.2","77.4","55.0",,"5335.1"
"USC00047785","SAN GABRIEL FIRE DEPARTMENT, CA US","34.0842","-118.1003","110.6","1994-05",,"0.42","0.0","64.5","75.6","53.5",,
"USC00048873","TERMO 1 E, CA US","40.86667","-120.43333","1615.4","1994-05",,"2.32","0.0","50.9","66.1","35.8",,
"USC00045123","LOS GATOS, CA US","37.2319","-121.9592","111.3","1994-05",,"1.12","0.0","61.1","73.0","49.1",,
"USR0000CMER","MERCED RIVER CALIFORNIA, CA US","37.6528","-120.0883","792.5","1994-05",,,,"62.2","73.1","51.4",,
"USR0000CSQU","SQUAW LAKE CALIFORNIA, CA US","32.9083","-114.4944","91.4","1994-05",,,,"79.9","93.4","66.4",,
"USR0000CMET","METCALF GAP CALIFORNIA, CA US","37.4094","-119.7681","937.9","1994-05",,,,"61.7","72.3","51.2",,
"USC00043191","FORT ROSS, CA US","38.515","-123.2447","34.1","1994-05",,"1.48","0.0","53.5","64.1","42.9",,
"USR0000CCRA","CRANE FLAT LOOKOUT CALIFORNIA, CA US","37.7617","-119.8247","2025.1","1994-05",,,,"49.8","56.8","42.8",,
"USR0000CSQS","SQUAW SPRINGS CALIFORNIA, CA US","35.37","-117.5683","1103.4","1994-05",,,,"67.0","79.0","55.0",,
"USR0000CCRE","CRESTVIEW CALIFORNIA, CA US","37.745","-118.9833","2316.5","1994-05",,,,"46.4","61.7","31.1",,
"USR0000CROS","ROSE VALLEY CALIFORNIA, CA US","34.5431","-119.1842","1015.3","1994-05",,,,"54.2","69.9","38.6",,
"USC00047779","SAN GABRIEL DAM FC425B E, CA US","34.2052","-117.8608","451.4","1994-05",,"1.13","0.0",,,,,
"USC00046569","OXNARD, CA US","34.19806","-119.17528","14.9","1994-05",,"0.45","0.0","59.8","65.8","53.7",,
"USC00045356","MARKLEEVILLE, CA US","38.69194","-119.78028","1685.5","1994-05",,"2.25","1.5","50.6","66.1","35.1",,
"USC00045598","MIDDLETOWN, CA US","38.74774","-122.62583","341.7","1994-05",,"0.84","0.0",,,,,
"USC00044025","HOLLISTER 2, CA US","36.8483","-121.4213","83.8","1994-05",,"1.04","0.0","59.2","70.1","48.2",,
"USC00047776","SAN GABRIEL CANYON PH, CA US","34.1553","-117.9078","226.8","1994-05",,"0.86","0.0",,,,,
"USR0000CMID","MID HILLS CALIFORNIA, CA US","35.1231","-115.4114","1649.9","1994-05",,,,"58.7","71.6","45.9",,
"USC00047414","RICHMOND, CA US","37.9191","-122.3772","6.1","1994-05",,"1.21","0.0",,,,,
"USC00045119","LOS BANOS ARBURUA RANCH, CA US","36.8749","-120.9386","256.9","1994-05",,"1.83","0.0",,,,,
"USC00045118","LOS BANOS, CA US","37.0563","-120.8666","36.6","1994-05",,"1.17","0.0","67.1","80.6","53.6",,
"USR0000CKEE","KEENWILD CALIFORNIA, CA US","33.6667","-116.7667","1499.6","1994-05",,,,"56.5","70.2","42.7",,
"USC00046329","OAK KNOLL R S NUMBER 2, CA US","41.85","-122.88333","518.2","1994-05",,"1.90",,,,,,
"USC00042081","COVELO, CA US","39.8158","-123.2444","430.7","1994-05",,"1.85","0.0","59.9","74.3","45.4",,
"USC00046685","PARADISE, CA US","39.7538","-121.6241","533.4","1994-05",,"3.00","0.0","63.7","75.4","52.0",,
"USC00045233","MADERA, CA US","36.9539","-120.0378","82.3","1994-05",,"2.61","0.0","66.7","79.9","53.5",,
"USC00042090","COVINA CITY YARD FC387B, CA US","34.0918","-117.88012","185.0","1994-05",,"0.17","0.0",,,,,
"USC00047404","RICHARDSON GROVE STATE PARK, CA US","40.02611","-123.79306","153.3","1994-05",,"1.81","0.0","58.9","69.5","48.3",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","1994-05",,"1.24","0.0","54.9","59.6","50.2",,
"USC00047888","SANTA ANA FIRE STATION, CA US","33.7442","-117.8667","41.1","1994-05",,"0.16","0.0","63.9","71.2","56.6",,
"USC00044259","INDIO FIRE STATION, CA US","33.7086","-116.2152","-6.4","1994-05",,"0.00","0.0","78.8","93.2","64.4",,
"USC00046319","OAK GROVE R S, CA US","33.3861","-116.7916","838.2","1994-05",,,"0.0",,,,,
"USC00045107","LOS ALAMOS, CA US","34.7455","-120.28","172.2","1994-05",,"1.11","0.0",,,,,
"USC00047880","SAN RAFAEL CIVIC CENTER, CA US","37.9983","-122.5372","36.6","1994-05",,"1.49","0.0","59.6","68.9","50.4",,
"USR0000CBRO","BROOKS CALIFORNIA, CA US","38.7383","-122.1447","107.9","1994-05",,,,"66.3","80.3","52.2",,
"USC00043161","FORT BRAGG 5 N, CA US","39.51","-123.75639","37.5","1994-05",,"1.74","0.0","55.4","64.1","46.6",,
"USR0000CSTA","STAMPEDE CALIFORNIA, CA US","39.4833","-120.075","2093.1","1994-05",,,,"48.5","63.0","34.0",,
"USR0000CAPT","ALDER POINT CALIFORNIA, CA US","40.1867","-123.5903","281.3","1994-05",,,,"60.0","72.0","48.1",,
"USC00044374","JESS VALLEY, CA US","41.2706","-120.29845","1621.2","1994-05",,"3.87","0.0","49.6","63.9","35.2",,
"USC00047643","SAINT HELENA, CA US","38.5066","-122.4713","68.6","1994-05",,"1.49","0.0","63.2","77.0","49.4",,
"USC00046675","PANOCHE 2 W, CA US","36.6066","-120.8841","426.7","1994-05",,"0.79","0.0",,,,,
"USC00047641","SAGEHEN CREEK, CA US","39.43167","-120.24056","1931.5","1994-05",,"1.10",,"46.3","63.2","29.4",,
"USC00042198","CRYSTAL LAKE FC238C, CA US","34.3175","-117.8419","1629.2","1994-05",,"1.60","0.0",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","37.9442","-122.1178","442.0","1994-05",,,,"57.1","66.3","48.0",,
"USR0000COKS","OAKLAND SOUTH CALIFORNIA, CA US","37.7861","-122.1447","333.8","1994-05",,,,"58.8","66.0","51.7",,
"USR0000COKN","OAKLAND NORTH CALIFORNIA, CA US","37.865","-122.2208","427.6","1994-05",,,,"52.5","60.8","44.2",,
