"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","PRCP","SNOW","TAVG","TMAX","TMIN","TSUN","WDMV"
"USR0000CPAT","PATTY MOCUS CALIFORNIA, CA US","40.295","-122.8667","1066.8","1993-05",,,,"53.6","62.6","44.5",,
"USW00093107","SAN DIEGO MIRAMAR NAS, CA US","32.86667","-117.13333","145.4","1993-05","3.1","0.04","0.0","66.1","75.5","56.7",,
"USC00042671","ECHO SUMT SIER TAHOE, CA US","38.78333","-120.03333","2240.3","1993-05",,"0.24","1.0","44.6","54.9","34.2",,
"USR0000CCHI","CHILAO CALIFORNIA, CA US","34.3317","-118.0303","1661.2","1993-05",,,,"56.7","65.7","47.6",,
"USR0000CPAN","PANAMINT CALIFORNIA, CA US","36.1203","-117.0878","2097.0","1993-05",,,,"59.3","71.4","47.1",,
"USS0019L13S","VIRGINIA LAKES RIDGE, CA US","38.07","-119.23","2878.8","1993-05",,"0.60",,"43.3","55.4","31.2",,
"USR0000CCHC","CHICO CALIFORNIA, CA US","39.7119","-121.7789","70.1","1993-05",,,,"64.9","76.6","53.1",,
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","38.89838","-119.99617","1907.0","1993-05",,,,"48.6","63.5","33.7",,
"USC00049073","TURLOCK NUMBER 2, CA US","37.50193","-120.84566","31.4","1993-05",,"0.97","0.0","67.8","80.5","55.1",,
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","36.46263","-116.8672","-59.1","1993-05",,"0.00","0.0","87.2","101.0","73.4",,"1564.0"
"USR0000CBAL","BALD MOUNTAIN LOC CALIFORNIA, CA US","38.9056","-120.6972","1426.5","1993-05",,,,"56.8","67.5","46.1",,
"USC00045933","MOUNT HAMILTON, CA US","37.34336","-121.63473","1286.3","1993-05",,"1.64","0.0","52.9","61.3","44.5",,
"USC00041697","CHERRY VALLEY DAM, CA US","37.9747","-119.9161","1452.4","1993-05",,"1.17","0.0","56.0","69.2","42.8",,
"USW00023129","LONG BEACH DAUGHERTY AIRPORT, CA US","33.81177","-118.14718","10.2","1993-05","8.3","0.00","0.0","67.7","76.6","58.7",,
"USC00043875","HEALDSBURG, CA US","38.62935","-122.86646","53.9","1993-05",,"2.31","0.0","64.7","76.2","53.1",,
"USC00043878","HEALDSBURG NUMBER 2, CA US","38.63333","-122.86667","45.7","1993-05",,"2.07","0.0",,,,,
"USS0019L17S","LOBDELL LAKE, CA US","38.44","-119.37","2814.2","1993-05",,"0.59",,"41.8","54.6","28.9",,
"USS0019L05S","BLUE LAKES, CA US","38.61","-119.92","2455.8","1993-05",,"2.09",,"43.1","56.8","29.3",,
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","37.7719","-122.1675","120.1","1993-05",,"1.19","0.0",,,,,
"USW00023258","MODESTO AIRPORT, CA US","37.62544","-120.95492","26.5","1993-05",,"1.03","0.0","67.6","80.9","54.4",,
"USR0000CSAW","SAWYERS BAR CALIFORNIA, CA US","41.3003","-123.1322","668.1","1993-05",,,,"58.6","73.4","43.8",,
"USC00042771","EL MIRAGE, CA US","34.5891","-117.6302","899.2","1993-05",,"0.00","0.0","65.7","83.6","47.8",,
"USC00044710","LAKESIDE 2 E, CA US","32.8536","-116.8947","210.3","1993-05",,"0.09","0.0",,,,,
"USC00043621","GREENVILLE, CA US","40.1408","-120.9505","1094.2","1993-05",,"1.73","0.0",,,,,
"USC00044712","LAKE SOLANO, CA US","38.492","-122.0039","57.0","1993-05",,"0.89","0.0","66.2","80.0","52.5",,"1352.7"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1993-05","8.3","0.83","0.0","63.5","70.0","57.0",,
"USC00044713","LAKE SPAULDING, CA US","39.31833","-120.63917","1571.5","1993-05",,"5.22","0.0","50.8","64.1","37.4",,
"USC00040235","ANZA, CA US","33.5558","-116.6738","1193.3","1993-05",,"0.98","0.0",,,,,
"USC00040232","ANTIOCH PUMPING PLANT NUMBER 3, CA US","37.9833","-121.7525","18.3","1993-05",,"0.50","0.0","65.9","77.6","54.4",,
"USC00049053","TULELAKE, CA US","41.95999","-121.47449","1230.8","1993-05",,"1.00","0.0",,,"40.8",,
"USS0020H13S","ADIN MOUNTAIN, CA US","41.24","-120.79","1886.7","1993-05",,"2.79",,"44.8","58.2","31.4",,
"USS0019L03S","HAGAN S MEADOW, CA US","38.85","-119.94","2370.1","1993-05",,"1.40",,,"56.0",,,
"USC00043747","HANFORD 1 S, CA US","36.3158","-119.637","72.2","1993-05",,"0.08","0.0","69.4","83.8","55.0",,
"USC00044957","LINDSAY, CA US","36.2032","-119.0545","132.6","1993-05",,"0.05","0.0",,,"53.1",,
"USW00024216","RED BLUFF MUNICIPAL AIRPORT, CA US","40.15186","-122.25478","108.0","1993-05",,"2.51","0.0","65.3","77.8","52.9",,
"USC00044838","LAVA BEDS NAT MON, CA US","41.71171","-121.5067","1455.4","1993-05",,"0.97","0.5","53.0","64.9","41.0",,
"USR0000CCAS","CASE SPRINGS CALIFORNIA, CA US","33.445","-117.4181","707.1","1993-05",,,,"61.6","70.2","53.1",,
"USW00024213","EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US","40.8097","-124.1602","6.1","1993-05",,"4.45","0.0","57.9","64.2","51.6","16952",
"USW00023244","MOFFETT FEDERAL AIRFIELD, CA US","37.4058","-122.0481","11.9","1993-05","4.3","0.58","0.0","65.4","75.7","55.2",,
"USR0000CCAR","CARRIZO CALIFORNIA, CA US","35.0964","-119.7728","759.0","1993-05",,,,"63.7","76.0","51.4",,
"USC00042760","ACAMPO 5 NE, CA US","38.23333","-121.2","28.0","1993-05",,"1.37","0.0",,,,,
"USC00042640","EAST PARK RESERVOIR, CA US","39.35917","-122.51778","367.3","1993-05",,"1.70","0.0","61.2","74.4","48.0",,
"USR0000CBCN","BELL CANYON CALIFORNIA, CA US","33.5417","-117.5917","213.4","1993-05",,,,"65.6","76.5","54.8",,
"USC00041312","CALISTOGA, CA US","38.57682","-122.57811","106.7","1993-05",,"1.63","0.0",,,"50.6",,
"USC00044701","LAKEPORT, CA US","39.03333","-122.91667","400.8","1993-05",,"1.85","0.0",,,,,
"USC00042402","DE SABLA, CA US","39.8716","-121.6108","826.0","1993-05",,"4.10","0.0","57.9","71.7","44.1",,
"USR0000CHOR","HORSE THIEF SPRINGS CALIFORNIA, CA US","35.7706","-115.9092","1524.0","1993-05",,,,"65.7","75.1","56.4",,
"USC00043614","GREENVIEW, CA US","41.5519","-122.9236","859.5","1993-05",,,"0.0",,,,,
"USC00043855","HAYFIELD PUMPING PLANT, CA US","33.7044","-115.6289","417.6","1993-05",,"0.01","0.0","76.9","92.3","61.6",,
"USC00049035","TRONA, CA US","35.7636","-117.3908","516.6","1993-05",,"0.00","0.0",,,,,
"USS0019L19S","EBBETTS PASS, CA US","38.55","-119.8","2671.6","1993-05",,"1.49",,,,,,
"USS0019L07S","SONORA PASS, CA US","38.31","-119.6","2690.5","1993-05",,"1.69",,"42.4","53.3","31.4",,
"USR0000CHOL","HORSE LAKE CALIFORNIA, CA US","40.6306","-120.5028","1554.5","1993-05",,,,"51.5","65.2","37.8",,
"USC00040343","ASH MOUNTAIN, CA US","36.4914","-118.8253","520.6","1993-05",,"0.08","0.0","67.2","82.0","52.4",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","1993-05",,"0.87",,"62.5","70.0","54.9",,
"USW00023271","SACRAMENTO 5 ESE, CA US","38.5552","-121.4183","11.6","1993-05",,"1.23","0.0","67.5","79.8","55.2",,
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","34.89403","-120.45216","74.2","1993-05","11.4","0.21","0.0","60.7","73.2","48.1",,
"USC00049043","TRUCKEE RANGER STATION, CA US","39.333","-120.173","1774.9","1993-05",,"1.13","1.0","49.9","64.9","34.8",,
"USS0020H12S","DISMAL SWAMP, CA US","41.99","-120.18","2243.3","1993-05",,"5.49",,"42.7","53.9","31.4",,
"USC00045915","MOUNT DIABLO JUNCTION, CA US","37.8792","-121.9303","661.4","1993-05",,"1.08","0.0","58.7","68.2","49.2",,
"USC00041316","CALLAHAN, CA US","41.3378","-122.82484","940.3","1993-05",,"4.53","0.0","54.6","67.7","41.4",,
"USC00044705","LAKE SABRINA, CA US","37.213","-118.6136","2763.0","1993-05",,"0.19",,,,,,
"USR0000CSDC","SODA CREEK CALIFORNIA, CA US","39.425","-122.9772","540.4","1993-05",,,,"57.8","71.6","43.9",,
"USR0000CBBR","BIG BAR CALIFORNIA, CA US","40.7333","-123.2333","457.2","1993-05",,,,"59.7","72.2","47.2",,
"USW00023158","BLYTHE ASOS, CA US","33.61876","-114.71451","120.4","1993-05",,"0.00","0.0","81.1","97.0","65.2",,
"USC00042406","DESCANSO RANGER STATION, CA US","32.85","-116.61667","1066.8","1993-05",,"1.90","0.0",,,,,
"USC00043859","HAYFORK, CA US","40.5524","-123.2122","701.0","1993-05",,"3.44","0.0",,,,,
"USW00023155","BAKERSFIELD AIRPORT, CA US","35.43424","-119.05524","149.3","1993-05","9.4","0.00","0.0","71.0","85.5","56.5",,
"USW00023157","BISHOP AIRPORT, CA US","37.37114","-118.35886","1252.8","1993-05","13.2","0.04","0.0","64.1","82.2","46.0",,
"USW00023156","BEAUMONT NUMBER 2, CA US","33.9255","-116.9903","789.7","1993-05",,"0.11","0.0","67.0","83.0","51.1",,
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","36.5625","-117.4736","2097.0","1993-05",,,,"55.7","65.9","45.5",,
"USR0000CLVR","LIVERMORE CALIFORNIA, CA US","37.7119","-121.8136","243.8","1993-05",,,,"61.3","71.6","51.0",,
"USC00041424","CAMPO, CA US","32.6263","-116.4699","801.6","1993-05",,"0.12","0.0",,,,,
"USC00042756","ELLERY LAKE, CA US","37.9355","-119.2305","2939.8","1993-05",,"0.48",,,,,,
"USS0019L06S","POISON FLAT, CA US","38.51","-119.63","2357.9","1993-05",,"0.80",,"43.0","56.9","29.1",,
"USC00040212","ANGWIN PACIFIC UNION COLLEGE, CA US","38.573","-122.4405","522.7","1993-05",,"3.05","0.0","57.8","68.2","47.4",,
"USC00049026","TRINITY RIVER HATCHERY, CA US","40.7263","-122.7947","567.2","1993-05",,"6.98","0.0",,,,,"1038.3"
"USR0000CSCI","SANTA CRUZ ISLAND CALIFORNIA, CA US","33.9958","-119.7222","76.2","1993-05",,,,"56.7","72.7","40.6",,
"USC00049390","VOLTA PH, CA US","40.4583","-121.8663","676.7","1993-05",,"2.83","0.0",,,,,
"USC00049152","U C L A, CA US","34.0697","-118.4427","131.1","1993-05",,"0.00","0.0","64.8","72.8","56.8",,
"USC00041428","CAMP PARDEE, CA US","38.2486","-120.8433","200.6","1993-05",,"1.75","0.0","66.0","79.9","52.1",,
"USR0000CFIS","FISH CREEK MOUNTAIN CALIFORNIA, CA US","32.9903","-116.0669","231.6","1993-05",,,,"83.1","93.6","72.6",,
"USC00041653","CHALLENGE R S, CA US","39.48333","-121.21667","783.3","1993-05",,"1.94","0.0",,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","1993-05",,"4.69","0.0","56.9","71.1","42.7",,
"USC00042863","ESCONDIDO NUMBER 2, CA US","33.121","-117.09","182.9","1993-05",,"0.02","0.0","68.8","80.4","57.2",,
"USC00043710","HAIWEE, CA US","36.1388","-117.9527","1165.9","1993-05",,"0.00","0.0","65.5","81.1","49.9",,
"USR0000COWV","OWENS VALLEY CALIFORNIA, CA US","37.39","-118.5506","1414.3","1993-05",,,,"65.6","80.7","50.6",,
"USC00047077","PORTERVILLE, CA US","36.06778","-119.02","119.8","1993-05",,"0.03","0.0","69.7","86.5","52.9",,
"USC00048045","SCOTIA, CA US","40.4833","-124.1038","41.5","1993-05",,"5.06","0.0","58.0","66.2","49.7",,
"USC00040684","BENTON INSPECTION STATION, CA US","37.84278","-118.47833","1664.2","1993-05",,"0.01","0.0",,,,,
"USR0000COWE","OWENS CAMP LOC CALIFORNIA, CA US","38.7333","-120.245","1597.2","1993-05",,,,"53.1","67.7","38.4",,
"USC00047085","PORTOLA, CA US","39.8053","-120.4719","1478.3","1993-05",,"1.37","0.0","51.8","66.8","36.7",,
"USC00040449","BALCH POWER HOUSE, CA US","36.9092","-119.0883","528.8","1993-05",,"0.20","0.0",,,"50.4",,
"USR0000CMSA","MARIPOSA CALIFORNIA, CA US","37.5042","-119.9869","680.0","1993-05",,,,"61.4","75.5","47.4",,
"USC00049260","VAN NUYS FC15A, CA US","34.18333","-118.45","211.8","1993-05",,"0.00","0.0",,,,,
"USC00042504","DOYLE, CA US","40.0267","-120.1055","1308.5","1993-05",,"0.71","0.0",,,,,
"USC00042506","DOYLE 4 SSE, CA US","39.9717","-120.0828","1338.1","1993-05",,"1.31","0.0","56.5","71.9","41.1",,
"USC00040790","BIG SUR STATION, CA US","36.2472","-121.7802","61.0","1993-05",,"2.42","0.0",,,,,
"USR0000CKNO","KNOXVILLE CREEK CALIFORNIA, CA US","38.8619","-122.4172","670.6","1993-05",,,,"56.8","67.7","45.9",,
"USC00040798","BIG TUJUNGA DAM FC46, CA US","34.29481","-118.18849","709.0","1993-05",,"0.00","0.0",,,,,
"USC00049124","UKIAH 4 WSW, CA US","39.1266","-123.2719","404.8","1993-05",,"5.53","0.0",,,,,
"USS0019L08S","LEAVITT MEADOWS, CA US","38.3","-119.55","2194.0","1993-05",,"1.10",,"43.1","58.7","27.4",,
"USC00049001","TRACY PUMPING PLANT, CA US","37.79589","-121.58319","18.6","1993-05",,"0.93","0.0",,,,,
"USC00049122","UKIAH, CA US","39.1466","-123.2102","193.9","1993-05",,"3.45","0.0","60.9","71.9","49.8",,
"USC00040673","BEN LOMOND NUMBER 4, CA US","37.08689","-122.08221","132.6","1993-05",,"1.02","0.0","61.3","74.4","48.1",,
"USR0000CWES","WESTWOOD CALIFORNIA, CA US","40.3067","-120.9","1767.8","1993-05",,,,"48.3","57.6","38.9",,
"USC00049367","VISALIA, CA US","36.32833","-119.2997","92.4","1993-05",,"0.12","0.0","68.5","80.9","56.1",,
"USC00049490","WEAVERVILLE, CA US","40.73529","-122.9441","627.3","1993-05",,"3.46","0.0",,,,,
"USR0000CWEE","WEED AIRPORT CALIFORNIA, CA US","41.4789","-122.4539","893.1","1993-05",,,,"56.2","66.7","45.6",,
"USC00048163","SHELTER COVE AVIATION, CA US","40.03306","-124.07278","75.0","1993-05",,"9.39","0.0",,,"47.3",,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-05",,"1.98","0.0","58.1","74.8","41.3",,
"USC00043824","HAT CREEK, CA US","40.9316","-121.5433","919.0","1993-05",,"1.72","0.0","56.8","73.2","40.4",,
"USC00041990","COPCO NUMBER 1 DAM, CA US","41.97983","-122.33811","812.3","1993-05",,"2.24","0.0",,,,,
"USR0000CCAH","CAHOON CALIFORNIA, CA US","36.3469","-121.5108","682.8","1993-05",,,,"56.2","68.8","43.6",,
"USR0000CLST","LAS TABLAS CALIFORNIA, CA US","35.6564","-120.9242","303.0","1993-05",,,,"62.5","82.7","42.3",,
"USR0000CCAL","CALLAHAN CALIFORNIA, CA US","41.3075","-122.7958","955.9","1993-05",,,,"55.8","70.2","41.5",,
"USR0000CEEL","EEL RIVER CALIFORNIA, CA US","39.8333","-123.0833","457.2","1993-05",,,,"58.7","71.6","45.8",,
"USR0000CLSF","LAS FLORES CALIFORNIA, CA US","33.2889","-117.4389","30.5","1993-05",,,,"64.8","72.5","57.1",,
"USC00049473","WATSONVILLE WATERWORKS, CA US","36.9308","-121.7691","29.0","1993-05",,"1.22","0.0","60.9","71.2","50.6",,
"USR0000CWHT","WHITMORE CALIFORNIA, CA US","40.6194","-121.8994","736.7","1993-05",,,,"59.2","69.7","48.7",,
"USR0000CWHC","WHITE CLOUD CALIFORNIA, CA US","39.3167","-120.8375","1316.7","1993-05",,,,"54.4","63.3","45.5",,
"USC00041878","COARSEGOLD 1 SW, CA US","37.25028","-119.70528","679.7","1993-05",,"0.59","0.0",,,,,
"USR0000CGHP","GRASSHOPPER CALIFORNIA, CA US","40.7817","-120.7844","1877.0","1993-05",,,,"47.9","62.1","33.8",,
"USC00041758","CHULA VISTA, CA US","32.64","-117.0858","17.1","1993-05",,"0.00","0.0","65.8","72.1","59.4",,
"USC00042728","ELECTRA P H, CA US","38.33056","-120.67056","217.9","1993-05",,"2.37","0.0","63.3","80.4","46.1",,
"USC00043939","HETCH HETCHY, CA US","37.9613","-119.783","1179.6","1993-05",,"0.63","0.0","57.8","69.6","46.1",,
"USR0000CMTZ","MOUNT ZION CALIFORNIA, CA US","38.3894","-120.6511","902.2","1993-05",,,,"60.3","71.4","49.2",,
"USC00041864","COALINGA, CA US","36.1356","-120.3606","204.2","1993-05",,"0.13","0.0","70.3","86.3","54.3",,
"USC00043800","HARRY L. ENGLEBRIGHT DAM, CA US","39.2372","-121.2666","243.8","1993-05",,"2.42","0.0",,,,,
"USR0000CTAN","TANBARK CALIFORNIA, CA US","34.2069","-117.7606","792.5","1993-05",,,,"60.9","71.9","49.9",,
"USC00046197","NILAND, CA US","33.2775","-115.5239","-18.3","1993-05",,"0.05","0.0",,,,,
"USC00046074","NAPA STATE HOSPITAL, CA US","38.2777","-122.2647","10.7","1993-05",,"1.39","0.0","63.4","74.5","52.2",,
"USR0000CTAR","TARGET RANGE CALIFORNIA, CA US","33.3722","-117.3589","279.8","1993-05",,,,"64.8","72.7","56.8",,
"USC00049105","TWIN LAKES, CA US","38.70861","-120.04028","2438.4","1993-05",,"2.14","0.0","41.4","51.3","31.5",,
"USC00048014","SAUGUS POWER PLANT 1, CA US","34.58998","-118.45412","658.7","1993-05",,"0.07","0.0",,,,,
"USC00048135","SHASTA DAM, CA US","40.7141","-122.4161","327.7","1993-05",,"6.33","0.0","64.4","74.1","54.7",,"1519.9"
"USC00049345","VINCENT, CA US","34.4883","-118.1419","962.3","1993-05",,"0.02","0.0",,,,,
"USC00026250","PARKER, AZ US","34.1547","-114.2908","128.0","1993-05",,"0.02","0.0","80.6","95.8","65.4",,
"USC00049351","VINTON, CA US","39.8056","-120.1858","1508.8","1993-05",,"0.79","0.0",,,,,
"USC00040779","BIG PINES PARK FC83B, CA US","34.38333","-117.68333","2086.4","1993-05",,"0.00","0.0",,,,,
"USC00047050","POMONA FAIRPLEX, CA US","34.0816","-117.7658","304.5","1993-05",,"0.00","0.0",,,"54.0",,
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","1993-05",,"2.51","0.0","49.7","61.2","38.2",,
"USC00042713","EL CENTRO 2 SSW, CA US","32.76654","-115.56638","-9.1","1993-05",,"0.00","0.0","79.4","94.3","64.4",,
"USR0000CMOJ","MOJAVE RIVER SINK CALIFORNIA, CA US","35.0531","-116.0794","289.6","1993-05",,,,"78.5","94.3","62.6",,
"USR0000CBZE","BRAZIE RANCH CALIFORNIA, CA US","41.6853","-122.5942","914.4","1993-05",,,,"56.8","68.3","45.2",,
"USC00042941","FAIRMONT, CA US","34.705","-118.4297","932.7","1993-05",,"0.00","0.0","63.5","74.0","53.1",,
"USC00049452","WASCO, CA US","35.5892","-119.352","88.7","1993-05",,"0.01","0.0",,,"55.8",,
"USC00049694","WILLOW CREEK 1 NW, CA US","40.9466","-123.6363","141.4","1993-05",,"4.94","0.0",,,,,
"USC00040521","BARSTOW, CA US","34.8927","-117.0219","676.7","1993-05",,"0.00","0.0","71.9","87.0","56.8",,
"USC00049699","WILLOWS 6 W, CA US","39.52316","-122.3048","71.3","1993-05",,"2.12","0.0","65.5","79.9","51.1",,
"USC00049582","WEST POINT, CA US","38.3775","-120.5452","845.8","1993-05",,"3.87","0.0",,,,,
"USC00046194","NICOLAUS NUMBER 2, CA US","38.9261","-121.5447","13.1","1993-05",,"1.27","0.0",,,,,
"USC00048490","STANDISH HICKEY ST PK, CA US","39.87778","-123.7275","260.0","1993-05",,"7.94","0.0",,,,,
"USC00041614","CEDARVILLE, CA US","41.5301","-120.1791","1428.9","1993-05",,"2.25","0.0","55.7","68.7","42.7",,
"USC00043914","HENSHAW DAM, CA US","33.2372","-116.7614","823.0","1993-05",,"0.16","0.0","62.5","78.8","46.1",,
"USC00042706","EL CAJON, CA US","32.8005","-116.928","150.9","1993-05",,"0.00","0.0",,,"58.1",,
"USR0000CWAR","WARM SPRINGS CALIFORNIA, CA US","34.5958","-118.5786","1502.7","1993-05",,,,"59.8","69.9","49.8",,
"USC00046175","NEWPORT BEACH HARBOR, CA US","33.6031","-117.8836","3.0","1993-05",,"0.00","0.0","62.6","66.4","58.9",,
"USC00048353","SONORA, CA US","37.9672","-120.3872","510.5","1993-05",,"1.47","0.0","62.1","78.3","46.0",,
"USC00049200","VACAVILLE, CA US","38.39556","-121.96083","33.5","1993-05",,"0.85","0.0","66.1","79.8","52.5",,
"USC00049684","WILLITS 1 NE, CA US","39.4194","-123.3425","412.4","1993-05",,,"0.0","57.2","69.6","44.9",,
"USR0000CWAL","WALKER PASS CALIFORNIA, CA US","35.6647","-118.0569","1698.3","1993-05",,,,"61.8","76.3","47.3",,
"USC00049440","WARM SPRINGS DAM, CA US","38.71611","-122.9975","68.3","1993-05",,"3.62","0.0","61.2","73.6","48.7",,"1414.9"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","1993-05",,"2.13","0.0","65.0","79.3","50.6",,
"USC00048351","SONOMA, CA US","38.2994","-122.4622","29.6","1993-05",,"2.05","0.0",,,"51.9",,
"USC00049325","VICTORVILLE, CA US","34.52527","-117.29638","850.1","1993-05",,"0.00","0.0","66.7","84.9","48.6",,
"USC00047150","PRIEST VALLEY, CA US","36.18833","-120.69528","701.0","1993-05",,"0.28","0.0","58.3","76.9","39.8",,
"USC00042934","FAIRFIELD, CA US","38.2736","-122.0677","12.2","1993-05",,,"0.0","65.2","76.6","53.8",,
"USC00041967","CONCORD WASTEWATER PLANT, CA US","37.9833","-122.0692","12.2","1993-05",,"0.58","0.0","65.9","77.5","54.3",,
"USC00041606","CECILVILLE, CA US","41.14167","-123.13917","704.1","1993-05",,"4.60","0.0","58.3","72.3","44.3",,
"USC00042920","EXCHEQUER DAM, CA US","37.353","-120.1623","128.0","1993-05",,"0.87","0.0",,,,,
"USC00047253","RANDSBURG, CA US","35.3692","-117.6525","1088.1","1993-05",,"0.01","0.0","68.6","81.8","55.4",,
"USC00046165","NEWHALL, CA US","34.36667","-118.56667","426.7","1993-05",,"0.00","0.0","66.2","81.3","51.0",,
"USC00049431","WALNUT NI FC102C, CA US","34.00167","-117.86583","148.7","1993-05",,"0.00","0.0",,,,,
"USC00046162","NEWHALL S FC32CE, CA US","34.3869","-118.5341","375.8","1993-05",,"0.00","0.0",,,,,
"USC00040741","BIG BEAR LAKE, CA US","34.243","-116.917","2058.3","1993-05",,"0.35","0.0","52.9","68.7","37.1",,
"USC00040983","BORREGO DESERT PARK, CA US","33.2559","-116.4036","246.9","1993-05",,"0.06","0.0","76.5","92.4","60.5",,
"USC00049671","WILDROSE R S, CA US","36.26556","-117.18528","1249.7","1993-05",,"0.00","0.0","66.0","81.2","50.7",,
"USC00049792","WOODSIDE FIRE STATION 1, CA US","37.4286","-122.2561","115.8","1993-05",,"0.85","0.0","62.4","77.7","47.0",,
"USC00046168","NEWMAN, CA US","37.2811","-121.0177","27.4","1993-05",,"0.58","0.0","67.1","81.9","52.2",,
"USC00048587","STONY GORGE RESERVOIR, CA US","39.5861","-122.5341","243.8","1993-05",,"1.66","0.0","61.3","77.4","45.2",,
"USC00049560","WESTHAVEN, CA US","36.22722","-119.99667","86.9","1993-05",,"0.37","0.0",,,,,
"USC00041715","CHICO UNIVERSITY FARM, CA US","39.6911","-121.8211","56.4","1993-05",,"2.34","0.0","65.4","79.2","51.6",,"2309.6"
"USC00042805","ELSINORE, CA US","33.686","-117.3458","386.5","1993-05",,"0.00","0.0","70.2","84.8","55.6",,
"USC00041838","CLOVERDALE, CA US","38.79296","-123.0263","121.9","1993-05",,"4.50","0.0",,,"54.6",,
"USC00048218","SIERRAVILLE RANGER STATION, CA US","39.5833","-120.3705","1516.4","1993-05",,"0.65","0.0",,,,,
"USC00041700","CHESTER, CA US","40.30209","-121.24391","1387.1","1993-05",,"3.00","0.0","51.8","65.9","37.6",,
"USC00046154","NEW CUYAMA FIRE STATION, CA US","34.9455","-119.6827","658.4","1993-05",,"0.00","0.0","63.3","81.6","45.0",,
"USC00049660","WHITTIER CITY YARD FC106C, CA US","33.9758","-118.0222","135.9","1993-05",,"0.00","0.0",,,,,
"USC00049781","WOODLAND 1 WNW, CA US","38.6829","-121.794","20.4","1993-05",,"0.82","0.0","66.7","79.1","54.4",,
"USC00040850","BLACK MOUNTAIN 2 WSW, CA US","37.31667","-122.16667","646.2","1993-05",,"2.28","0.0",,,,,
"USC00045064","LOMPOC, CA US","34.6538","-120.4513","22.9","1993-05",,"0.12","0.0","62.8","75.8","49.7",,
"USC00046399","OJAI, CA US","34.4477","-119.2275","227.1","1993-05",,"0.21","0.0",,,"49.3",,
"USC00049785","WOODLAND HILLS PIERCE COLLEGE, CA US","34.1819","-118.5744","240.8","1993-05",,"0.00","0.0","68.2","85.7","50.7",,
"USC00040738","BIG BAR 4 E, CA US","40.7405","-123.2077","381.9","1993-05",,"4.61","0.0",,,,,
"USC00047370","REPRESA, CA US","38.6944","-121.1611","89.9","1993-05",,"1.38","0.0",,,,,
"USC00048580","STONYFORD, CA US","39.3752","-122.5461","356.6","1993-05",,"1.04","0.0",,,,,
"USR0000CHEL","HELL HOLE CALIFORNIA, CA US","39.0717","-120.4217","1597.2","1993-05",,,,"52.7","63.9","41.6",,
"USR0000CHER","HERNANDEZ CALIFORNIA, CA US","36.3825","-120.8558","1137.8","1993-05",,,,"57.3","68.9","45.7",,
"USC00041948","COLUSA 2 SSW, CA US","39.1875","-122.0269","15.2","1993-05",,,"0.0","66.1","79.0","53.2",,
"USR0000CFAN","FANCHER CREEK CALIFORNIA, CA US","36.8839","-119.4658","280.4","1993-05",,,,"69.0","82.6","55.4",,
"USC00048207","SIERRA CITY, CA US","39.56778","-120.62278","1292.4","1993-05",,"4.94","0.0",,,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","1993-05",,"1.79","0.0",,,,,
"USR0000CBUT","BUTTE MEADOWS CALIFORNIA, CA US","40.0789","-121.5039","1511.8","1993-05",,,,"49.9","62.4","37.3",,
"USC00048200","SHOSHONE, CA US","35.97167","-116.27083","471.2","1993-05",,"0.00","0.0",,,,,
"USC00047473","RIVERSIDE CITRUS EXPERIMENTAL, CA US","33.96694","-117.36139","300.5","1993-05",,"0.03","0.0","68.3","81.4","55.3",,
"USC00047111","POWAY VALLEY, CA US","33.01953","-117.03096","197.5","1993-05",,"0.00","0.0",,,,,
"USR0000CBUR","BURNS CANYON CALIFORNIA, CA US","34.2103","-116.6339","1828.8","1993-05",,,,"61.7","70.4","53.0",,
"USC00048560","STOCKTON FIRE STATION 4, CA US","37.9994","-121.3177","3.7","1993-05",,"1.07","0.0","66.2","80.2","52.1",,
"USC00046144","NEWARK, CA US","37.5147","-122.0325","3.0","1993-05",,"0.50","0.0","62.5","73.4","51.5",,
"USR0000CBUL","BULL FLAT CALIFORNIA, CA US","40.4808","-120.1139","1339.6","1993-05",,,,"53.2","68.6","37.8",,
"USS0020L02S","RUBICON NUMBER 2, CA US","39.0","-120.13","2343.6","1993-05",,"2.90",,"43.7","53.1","34.3",,
"USC00046390","OCOTILLO 2, CA US","32.74611","-116.00056","125.0","1993-05",,"0.09","0.0",,,,,
"USS0020K05S","INDEPENDENCE LAKE, CA US","39.43","-120.31","2545.7","1993-05",,"2.49",,,,,,
